order_id,customer_name,region,product,sales_rep,order_date,quantity,unit_price,discount,shipping_cost,revenue,total_cost,priority,sales_rep_email
ELX-1361,Digital World,East,Bluetooth Speaker,Bob Wilson,2023-04-30,5,1133.11,,20.4,5495.58,5515.98,high,bob.wilsongmail.com
ELX-1362,TechMart,South,Dell XPS 13,Jane Doe,2023-08-19,30,387.13,0.03,12.17,11265.48,11277.65,High,
ELX-1363,Electronics Plus,West,iPhone Case,Alice Brown,2023-05-16,8,122.15,0.2,11.08,781.76,792.84,Medium,
ELX-1364,Smart Store,North,Sony WH-1000XM5,Bob Wilson,2023-03-17,6,857.72,0.24,12.92,3911.2,3924.12,medium,bob.wilsonbusiness.org
ELX-1365,TechMart,east,Fitbit Charge 6,Jane Doe,2023-01-16,26,1027.7,0.14,16.0,22979.37,22995.37,Low,jane.doe.@company.com
ELX-1366,TechMart,WEST,Dell XPS 13,Jane Doe,2023-03-04,1,88.08,0.2,9.45,70.46,79.91,HIGH,
ELX-1367,Electronics Plus,West,Wireless Charger,John Smith,2023-10-26,38,321.7,0.2,5.44,"$9,779.68",9785.12,,
ELX-1368,  TechMart  ,South,Bluetooth Speaker,Jane Doe,2023-02-17,22,160.2,0.24,6.01,2678.54,2684.55,Medium,
ELX-1369,Smart Store,West,USBC Cable,Alice Brown,2023-01-16,25,824.61,0.04,9.29,19790.64,19799.93,medium,alice.brown@business.org
ELX-1370,  Electronics Plus  ,East,Fitbit Charge 6,Alice Brown,2023-03-18,3,742.72,0.15,17.95,,1911.89,HIGH,alice.brown@company.com
ELX-1371,GadgetHub,West,Phone Holder,Alice Brown,2023-02-01,6,346.53,0.03,8.99,,2025.79,high,alice.brown@business.org
ELX-1372,Smart Store,South,Phone Holder,John Smith,2023-07-15,46,440.55,0.14,14.69,"$17,428.16",17442.85,Low,john.smith.@yahoo.com
ELX-1373,Smart Store,Central,Screen Protector,Alice Brown,2023-05-19,12,45.88,0.15,5.59,467.98,473.57,HIGH,ALICE.BROWN@YAHOO.COM
ELX-1374,Digital World,North,Gaming Headset,Mike Davis,2023-07-03,50,707.03,0.06,8.19,33230.41,33238.6,low,
ELX-1375,Electronics Plus,South,Fitbit Charge 6,Mike Davis,2023-01-29,49,1195.72,0.05,21.93,55660.77,55682.7,Medium,Missing
ELX-1376,GadgetHub,East,AirPods Pro,Jane Doe,2023-05-02,38,391.84,0.18,12.18,12209.73,12221.91,,jane.doe.@gmail.com
ELX-1377,  Smart Store  ,North,Wireless Charger,Mike Davis,2023-10-16,10,682.28,0.05,24.76,6481.66,6506.42,High,mike.davis.@business.org
ELX-1378,GadgetHub,Central,iPhone-Case,Jane Doe,2023-09-09,3,121.95,0.06,9.38,343.9,353.28,Medium,JANE.DOE@GMAIL.COM
ELX-1379,Smart Store,West,iPhone 15,Bob Wilson,2023-11-11,13,970.64,0.09,8.55,11482.67,11491.22,HIGH,BOB.WILSON@BUSINESS.ORG
ELX-1380,Digital World,North,iPhone 15,Jane Doe,2023-10-28,46,1101.91,0.19,21.93,41057.17,41079.1,Low,
ELX-1381,Digital World,North,Wireless Charger,Alice Brown,2023-10-28,7,413.82,0.08,24.52,2665.0,2689.52,high,alice.brown@company.com
ELX-1382,  GadgetHub  ,West,Screen-Protector,Jane Doe,2023-12-29,36,836.87,0.23,20.74,23198.04,23218.78,,Missing
ELX-1383,  Electronics Plus  ,central,AirPods Pro,Alice Brown,2023-06-07,47,830.87,0.03,19.58,37879.36,37898.94,Medium,alice.browngmail.com
ELX-1384,  Smart Store  ,West,Samsung Galaxy S24,Jane Doe,2023-05-11,21,1106.43,0.24,9.42,17658.62,17668.04,Low,jane.doe.@gmail.com
ELX-1385,Smart Store,North,Gaming Headset,Jane Doe,2023-06-19,48,107.2,0.09,11.39,4682.5,4693.89,Medium,jane.doecompany.com
ELX-1386,  TechMart  ,East,Bluetooth Speaker,John Smith,2023-05-16,14,310.71,0.02,10.13,4262.94,4273.07,high,
ELX-1387,TechMart,North,Samsung Galaxy S24,Alice Brown,2023-08-13,47,512.29,0.04,13.28,23114.52,23127.8,High,alice.brown.@business.org
ELX-1388,GadgetHub,East,Phone Holder,Alice Brown,2023-02-21,31,949.65,0.14,20.16,25317.67,25337.83,High,alice.brown@gmail.com
ELX-1389,  Electronics Plus  ,South,Bluetooth Speaker,John Smith,2023-01-18,19,38.79,0.07,7.09,685.42,692.51,medium,
ELX-1390,  Digital World  ,South,USB C Cable,Jane Doe,2023-02-08,36,1131.07,0.24,11.76,30946.08,30957.84,medium,JANE.DOE@GMAIL.COM
ELX-1391,Smart Store,WEST,iPhone 15,Alice Brown,2023-12-01,11,734.67,0.11,6.07,7192.42,7198.49,High,alice.brown.@company.com
ELX-1392,Digital World,South,Sony WH-1000XM5,Alice Brown,2023-12-23,36,870.62,0.18,10.31,25700.7,25711.01,High,alice.brown.@business.org
ELX-1393,  Digital World  ,East,Apple Watch Series 9,John Smith,2023-01-26,26,692.55,Missing,8.07,14224.98,14233.05,medium,john.smith@company.com
ELX-1394,    Digital World    ,North,Power Bank,John Smith,2023-05-31,43,755.73,0.12,6.94,28596.82,28603.76,High,john.smithcompany.com
ELX-1395,Electronics Plus,South,iPhone Case,John Smith,2023-08-31,8,380.4,0.1,14.78,2738.88,2753.66,Low,john.smith.@company.com
ELX-1396,Digital World,North,Phone Holder,Alice Brown,2023-04-05,24,1064.31,0.09,13.92,23244.53,23258.45,medium,alice.brown@business.org
ELX-1397,Digital World,West,Bluetooth Speaker,Bob Wilson,2023-04-26,18,683.63,0.04,18.93,11813.13,11832.06,Low,bob.wilson.@business.org
ELX-1398,TechMart,North,Wireless Charger,Mike Davis,2023-07-31,49,713.83,0.14,21.82,30080.8,30102.62,high,mike.davis@company.com
ELX-1399,Smart Store,west,Phone Holder,Alice Brown,2023-10-21,16,579.37,0.02,23.06,9084.52,9107.58,HIGH,alice.brown.@gmail.com
ELX-1400,TechMart,Central,Laptop Stand,Mike Davis,2023-12-13,40,189.73,0.24,13.98,5767.79,5781.77,,MIKE.DAVIS@GMAIL.COM
ELX-1401,Electronics Plus,South,Sony WH-1000XM5,Jane Doe,2023-01-22,28,107.87,0.17,9.04,2506.9,2515.94,medium,jane.doebusiness.org
ELX-1402,Electronics Plus,Central,Fitbit Charge 6,Bob Wilson,2023-02-04,6,474.9,0.1,11.52,2564.46,2575.98,low,bob.wilson@yahoo.com
ELX-1403,Digital World,Central,Bluetooth Speaker,John Smith,2023-12-25,40,711.28,0.2,7.25,22760.96,22768.21,HIGH,john.smithgmail.com
ELX-1404,  Electronics Plus  ,South,Dell XPS 13,John Smith,2023-10-16,50,134.67,0.07,15.71,6262.15,6277.86,high,Missing
ELX-1405,Digital World,West,Fitbit Charge 6,Alice Brown,2023-12-02,32,692.85,0.12,8.44,19510.66,19519.1,medium,alice.brown.@company.com
ELX-1406,GadgetHub,South,usb-c cable,John Smith,2023-07-22,22,833.26,0.01,14.5,18148.4,18162.9,,JOHN.SMITH@BUSINESS.ORG
ELX-1407,  Digital World  ,East,iPhone 15,Bob Wilson,2023-06-05,-20,347.21,0.12,18.92,6110.9,6129.82,High,BOB.WILSON@YAHOO.COM
ELX-1408,TechMart,South,iPad Air,Bob Wilson,2023-08-15,50,993.6,0.07,13.34,46202.4,46215.74,High,bob.wilson@business.org
ELX-1409,TechMart,South,Bluetooth Speaker,Jane Doe,2023-07-28,48,589.09,0.13,12.48,24600.4,24612.88,high,jane.doe.@gmail.com
ELX-1410,TechMart,Central,AirPods Pro,John Smith,2023-06-09,46,615.55,0.03,22.03,27465.84,27487.87,,john.smith@company.com
ELX-1411,Smart Store,north,AirPods Pro,Jane Doe,2023-04-13,4,310.65,0.11,23.36,,1129.27,medium,JANE.DOE@YAHOO.COM
ELX-1412,Electronics Plus,East,Wireless Charger,Alice Brown,2023-09-16,26,767.96,0.03,5.61,19367.95,19373.56,High,
ELX-1413,Digital World,West,Bluetooth Speaker,Jane Doe,2023-08-31,38,668.33,0.09,21.75,23110.85,23132.6,,jane.doe.@company.com
ELX-1414,  Digital World  ,North,iPhone-Case,John Smith,2023-07-17,4,208.05,0.14,24.3,715.69,739.99,,
ELX-1415,Electronics Plus,South,Sony WH-1000XM5,Bob Wilson,2023-11-30,27,623.24,0.22,24.34,13125.43,13149.77,low,bob.wilson.@yahoo.com
ELX-1416,TechMart,West,iPad Air,Jane Doe,2023-11-04,1,280.17,0.15,23.86,238.14,262.0,,
ELX-1417,Digital World,West,Type-C Cable,Bob Wilson,2023-08-24,17,273.58,0.08,15.41,4278.79,4294.2,High,BOB.WILSON@YAHOO.COM
ELX-1418,  Smart Store  ,West,Dell XPS 13,John Smith,2023-09-19,43,1160.29,0.21,16.23,39415.05,39431.28,,john.smith.@company.com
ELX-1419,Smart Store,Central,iPhone Case,Bob Wilson,2023-12-17,7,585.86,0.08,10.53,3772.94,3783.47,High,bob.wilson@yahoo.com
ELX-1420,Digital World,east,Fitbit Charge 6,Bob Wilson,2023-04-07,10,627.99,,6.14,5903.11,5909.25,low,BOB.WILSON@COMPANY.COM
ELX-1421,Smart Store,West,Screen Protector,Jane Doe,2023-01-14,42,604.39,0.07,23.14,23607.47,23630.61,HIGH,jane.doebusiness.org
ELX-1422,GadgetHub,West,Samsung Galaxy S24,Mike Davis,2023-12-29,37,981.98,0.09,19.27,33063.27,33082.54,,mike.davis.@business.org
ELX-1423,Smart Store,West,Wireless Charger,Mike Davis,2023-06-03,11,1011.16,0.22,8.62,8675.75,8684.37,High,mike.davis.@yahoo.com
ELX-1424,TechMart,West,iPad Air,Bob Wilson,2023-10-14,49,1096.46,0.24,22.99,40832.17,40855.16,,BOB.WILSON@GMAIL.COM
ELX-1425,  TechMart  ,South,Wireless Charger,Jane Doe,2023-06-07,27,948.89,0.08,10.21,23570.43,23580.64,,jane.doebusiness.org
ELX-1426,Digital World,West,Dell XPS 13,Alice Brown,2023-01-28,41,706.54,0.24,6.42,22015.79,22022.21,High,alice.brown.@company.com
ELX-1427,Electronics Plus,Central,Dell XPS 13,Alice Brown,2023-09-29,20,504.53,0.22,8.02,7870.67,7878.69,,
ELX-1428,Electronics Plus,East,Power Bank,Mike Davis,2023-08-23,10,389.91,0.18,20.58,3197.26,3217.84,,
ELX-1429,GadgetHub,East,AirPods Pro,Bob Wilson,2023-11-21,4,20.59,0.07,20.22,76.59,96.81,HIGH,bob.wilson.@company.com
ELX-1430,Electronics Plus,Central,Apple AirPods Pro,Alice Brown,2023-02-15,9,743.16,0.16,13.07,5618.29,5631.36,low,ALICE.BROWN@BUSINESS.ORG
ELX-1431,GadgetHub,West,iPhone 15,John Smith,2023-10-01,13,880.83,0.24,22.84,8702.6,8725.44,low,john.smith@company.com
ELX-1432,  Smart Store  ,South,iPhone 15,John Smith,2023-11-17,47,309.86,0.17,11.89,12087.64,12099.53,medium,john.smithyahoo.com
ELX-1433,Electronics Plus,North,USB-C Cable,Mike Davis,2023-10-29,20,212.92,0.21,10.96,"$3,364.14",3375.1,Medium,mike.davis.@gmail.com
ELX-1434,  Digital World  ,West,Laptop Stand,Mike Davis,2023-09-26,22,528.89,0.17,7.68,9657.53,9665.21,low,mike.davis@yahoo.com
ELX-1435,GadgetHub,East,Sony WH-1000XM5,Jane Doe,2023-07-26,2,285.68,0.18,7.62,468.52,476.14,HIGH,JANE.DOE@COMPANY.COM
ELX-1436,TechMart,central,Laptop Stand,Jane Doe,2023-03-05,24,857.67,0.2,12.5,16467.26,16479.76,high,JANE.DOE@BUSINESS.ORG
ELX-1437,  Digital World  ,Central,Samsung Galaxy S24,Mike Davis,2023-01-25,43,143.11,0.21,5.96,4861.45,4867.41,Low,MIKE.DAVIS@BUSINESS.ORG
ELX-1438,TechMart,West,Bluetooth Speaker,Alice Brown,2023-03-05,36,314.49,0.18,9.11,9283.74,9292.85,High,ALICE.BROWN@COMPANY.COM
ELX-1439,TechMart,East,Power Bank,John Smith,2023-12-06,34,334.92,0.15,7.74,,9686.93,medium,
ELX-1440,TechMart,Central,Dell XPS 13,Bob Wilson,2023-02-28,7,604.82,0.15,20.56,3598.68,3619.24,HIGH,bob.wilson.@company.com
ELX-1441,Smart Store,South,Wireless Charger,Alice Brown,2023-06-01,11,61.7,0.12,9.15,597.26,606.41,Medium,alice.brown.@company.com
ELX-1442,GadgetHub,East,Apple Watch Series 9,John Smith,2023-01-07,43,120.47,0.03,16.48,5024.8,5041.28,Medium,john.smithbusiness.org
ELX-1443,  GadgetHub  ,South,MacBook Pro,Mike Davis,2023-02-08,47,872.44,0.23,17.89,31573.6,31591.49,medium,
ELX-1444,GadgetHub,East,Fitbit Charge 6,Alice Brown,2023-01-26,7,978.62,-,22.04,5343.27,5365.31,,
ELX-1445,Digital World,East,Power Bank,John Smith,2023-02-18,49,1070.0,0.0,7.77,52430.0,52437.77,,john.smith@business.org
ELX-1446,  Electronics Plus  ,East,Wireless Charger,Alice Brown,2023-11-15,18,1055.99,0.02,21.3,18627.66,18648.96,Medium,
ELX-1447,Electronics Plus,North,USB-C Cable,Alice Brown,2023-08-22,18,1005.31,0.17,14.56,15019.33,15033.89,Low,alice.browngmail.com
ELX-1448,GadgetHub,South,Dell XPS 13,Jane Doe,2023-12-23,47,84.5,0.24,8.19,3018.34,3026.53,Medium,jane.doe.@company.com
ELX-1449,GadgetHub,Central,Gaming Headset,Mike Davis,2023-12-14,29,229.79,0.09,12.17,6064.16,6076.33,Medium,mike.davis.@company.com
ELX-1450,TechMart,South,Gaming Headset,Alice Brown,2023-02-27,27,537.22,0.02,18.1,14214.84,14232.94,,
ELX-1451,  TechMart  ,Central,Apple Watch Series 9,Bob Wilson,2023-09-23,34,830.57,0.15,13.66,24003.47,24017.13,,BOB.WILSON@YAHOO.COM
ELX-1452,Electronics Plus,WEST,Wireless Charger,Alice Brown,2023-03-18,36,1072.09,0.15,5.23,32805.95,32811.18,medium,ALICE.BROWN@YAHOO.COM
ELX-1453,Electronics Plus,Central,Gaming Headset,Alice Brown,2023-03-26,5,905.44,0.08,11.62,4165.02,4176.64,low,ALICE.BROWN@COMPANY.COM
ELX-1454,Digital World,NORTH,Laptop Stand,Jane Doe,2023-10-09,42,463.69,0.2,6.58,15579.98,15586.56,,
ELX-1455,GadgetHub,Central,Bluetooth Speaker,John Smith,2023-09-13,29,389.53,0.25,19.9,"$8,472.28",8492.18,,JOHN.SMITH@COMPANY.COM
ELX-1456,TechMart,North,USB-C Cable,Alice Brown,2023-01-19,36,665.68,,20.84,18931.94,18952.78,medium,alice.brownbusiness.org
ELX-1457,Smart Store,East,Laptop Stand,Mike Davis,2023-04-16,42,810.7,0.24,12.27,"$25,877.54",25889.81,high,MIKE.DAVIS@BUSINESS.ORG
ELX-1458,TechMart,South,Bluetooth Speaker,Bob Wilson,2023-10-14,50,749.41,0.12,18.14,32974.04,32992.18,low,
ELX-1459,  GadgetHub  ,North,Dell XPS 13,Jane Doe,2023-01-02,22,435.84,0.16,21.0,8054.32,8075.32,medium,
ELX-1460,Smart Store,Central,Wireless Charger,John Smith,2023-01-24,11,598.52,0.21,19.85,5201.14,5220.99,low,john.smith@yahoo.com
ELX-1461,GadgetHub,North,Fitbit Charge 6,Mike Davis,2023-04-11,13,158.08,0.21,9.31,1623.48,1632.79,,mike.daviscompany.com
ELX-1462,Electronics Plus,East,Dell XPS 13,Alice Brown,2023-01-24,41,1007.4,0.15,20.44,35107.89,35128.33,Medium,Missing
ELX-1463,GadgetHub,West,Laptop Stand,Jane Doe,2023-09-13,1,643.48,0.01,23.71,637.05,660.76,Medium,jane.doecompany.com
ELX-1464,  Smart Store  ,West,Laptop Stand,Jane Doe,2023-12-21,38,220.78,0.2,7.07,6711.71,6718.78,HIGH,JANE.DOE@BUSINESS.ORG
ELX-1465,Smart Store,Central,Screen Protector,Mike Davis,2023-07-16,27,1175.71,0.23,20.25,24443.01,24463.26,,mike.davis.@company.com
ELX-1466,  Digital World  ,West,Screen Protector,Bob Wilson,2023-08-20,9,178.74,0.15,22.73,1367.36,1390.09,Low,bob.wilson@company.com
ELX-1467,Smart Store,East,Phone Holder,Bob Wilson,2023-12-31,48,1123.58,0.16,9.02,45302.75,45311.77,High,BOB.WILSON@COMPANY.COM
ELX-1468,Smart Store,East,Wireless Charger,Jane Doe,2023-12-30,42,1170.59,0.04,15.85,47198.19,47214.04,,jane.doebusiness.org
ELX-1469,Digital World,North,Wireless Charger,Mike Davis,2023-09-03,38,691.21,,13.35,21800.76,21814.11,medium,-
ELX-1470,Smart Store,East,Power Bank,John Smith,2023-09-25,7,44.95,0.04,18.41,302.06,320.47,High,
ELX-1471,Electronics Plus,East,AirPods Pro,Bob Wilson,2023-12-16,17,188.52,0.02,20.69,3140.74,3161.43,Low,
ELX-1472,Electronics Plus,Central,Samsung Galaxy S24,Bob Wilson,2023-08-20,7,745.09,0.17,16.24,4328.97,4345.21,High,BOB.WILSON@GMAIL.COM
ELX-1473,Electronics Plus,Central,USB C Cable,Jane Doe,2023-09-19,45,355.85,0.17,23.53,13291.0,13314.53,low,
ELX-1474,  GadgetHub  ,West,Screen Protector,Mike Davis,2023-01-28,1,896.25,0.05,22.38,851.44,873.82,high,Missing
ELX-1475,GadgetHub,South,Wireless Charger,Mike Davis,2023-10-07,48,730.01,0.19,24.29,28382.79,28407.08,,
ELX-1476,Digital World,West,AirPods Pro,John Smith,2023-04-06,12,886.07,0.03,5.81,10313.85,10319.66,HIGH,JOHN.SMITH@GMAIL.COM
ELX-1477,Digital World,Central,Fitbit Charge 6,Jane Doe,2023-03-24,38,1017.53,0.0,14.33,38666.14,38680.47,medium,jane.doeyahoo.com
ELX-1478,Electronics Plus,North,iPad Air,Bob Wilson,2023-11-02,4,931.79,0.16,21.86,3130.81,3152.67,High,BOB.WILSON@GMAIL.COM
ELX-1479,Digital World,West,Phone Holder,Bob Wilson,2023-02-07,46,391.66,0.05,8.68,17115.54,17124.22,Low,bob.wilson@business.org
ELX-1480,  TechMart  ,Central,AirPods Pro,Alice Brown,2023-10-06,35,493.05,0.09,22.67,15703.64,15726.31,Medium,ALICE.BROWN@COMPANY.COM
ELX-1481,Digital World,East,Wireless Charger,Bob Wilson,2023-04-22,49,747.66,0.12,16.23,32239.1,32255.33,Low,bob.wilsonyahoo.com
ELX-1482,  TechMart  ,North,Wireless Charger,Alice Brown,2023-05-04,42,742.24,0.16,24.18,26186.23,26210.41,low,alice.brown@business.org
ELX-1483,Digital World,West,Dell XPS 13,Alice Brown,2023-05-12,35,872.91,0.01,15.34,30246.33,30261.67,,alice.brown@company.com
ELX-1484,Digital World,Central,Laptop Stand,Alice Brown,2023-07-09,3,366.27,0.16,11.41,923.0,934.41,High,ALICE.BROWN@BUSINESS.ORG
ELX-1485,TechMart,North,AirPods Pro,Mike Davis,2023-10-01,1,757.92,0.05,17.59,720.02,737.61,HIGH,mike.davisyahoo.com
ELX-1486,Electronics Plus,West,Dell XPS 13,Jane Doe,2023-10-03,45,1056.19,0.19,13.7,38498.13,38511.83,low,jane.doe.@business.org
ELX-1487,TechMart,South,Apple iPhone 15,Alice Brown,2023-06-19,3,118.71,0.01,20.88,352.57,373.45,HIGH,alice.brownyahoo.com
ELX-1488,Smart Store,North,Apple Watch Series 9,Bob Wilson,2023-07-28,25,549.58,0.1,11.33,12365.55,12376.88,high,bob.wilsonbusiness.org
ELX-1489,  GadgetHub  ,North,Phone Holder,John Smith,2023-11-25,47,747.74,0.19,16.71,28466.46,28483.17,Medium,john.smithcompany.com
ELX-1490,TechMart,East,Laptop Stand,John Smith,2023-05-29,44,372.1,0.02,20.31,16044.95,16065.26,Medium,john.smith@company.com
ELX-1491,GadgetHub,West,USB-C Cable,John Smith,2023-08-31,11,647.16,0.03,12.82,6905.2,6918.02,Medium,john.smithgmail.com
ELX-1492,    Smart Store    ,East,iPad Air,Bob Wilson,2023-12-13,47,782.81,0.24,5.22,27961.97,27967.19,Low,
ELX-1493,  Smart Store  ,South,Dell XPS 13,John Smith,2023-01-03,37,722.04,0.13,23.94,23242.47,23266.41,,john.smithbusiness.org
ELX-1494,Digital World,South,Wireless Charger,Jane Doe,2023-07-31,42,1023.98,0.04,8.68,41286.87,41295.55,high,
ELX-1495,Smart Store,East,Sony WH-1000XM5,John Smith,2023-04-03,43,962.6,0.21,22.03,32699.52,32721.55,medium,john.smithcompany.com
ELX-1496,Smart Store,West,Phone Holder,John Smith,2023-05-29,43,94.82,0.02,19.51,3995.71,4015.22,,
ELX-1497,GadgetHub,East,Wireless Charger,Jane Doe,2023-12-10,42,292.92,0.07,6.4,11441.46,11447.86,HIGH,jane.doe@gmail.com
ELX-1498,Electronics Plus,East,Gaming Headset,Alice Brown,2023-06-18,40,796.42,0.17,8.05,26441.14,26449.19,Medium,ALICE.BROWN@BUSINESS.ORG
ELX-1499,Smart Store,East,Screen Protector,Alice Brown,2023-03-28,1,386.16,0.2,19.24,,328.17,,
ELX-1500,  GadgetHub  ,East,Wireless Charger,Jane Doe,2023-12-14,47,407.9,0.12,13.91,16870.74,16884.65,high,jane.doe.@business.org
ELX-1501,  Digital World  ,West,Phone Holder,John Smith,2023-03-31,42,733.85,0.21,22.17,24349.14,24371.31,HIGH,JOHN.SMITH@GMAIL.COM
ELX-1502,Electronics Plus,Central,Sony WH-1000XM5,Bob Wilson,2023-11-17,5,877.0,0.22,21.99,"$3,420.30",3442.29,,-
ELX-1503,  TechMart  ,Central,USB-C Cable,Mike Davis,2023-04-19,3,668.64,0.14,24.97,1725.09,1750.06,low,mike.davis.@gmail.com
ELX-1504,GadgetHub,South,Wireless Charger,Alice Brown,2023-04-25,50,713.68,0.21,7.68,28190.36,28198.04,,alice.brown@business.org
ELX-1505,Smart Store,Central,MacBook Pro,Alice Brown,2023-07-06,33,27.55,0.06,24.28,854.6,878.88,High,-
ELX-1506,Smart Store,South,Laptop Stand,Jane Doe,2023-08-17,11,227.29,0.24,18.19,1900.14,1918.33,high,jane.doe@business.org
ELX-1507,Electronics Plus,West,Wireless Charger,John Smith,2023-04-23,49,592.86,0.02,12.39,28469.14,28481.53,,john.smithgmail.com
ELX-1508,TechMart,South,Laptop Stand,Bob Wilson,2023-07-18,31,1102.71,0.22,5.8,26663.53,26669.33,Low,BOB.WILSON@COMPANY.COM
ELX-1509,Digital World,North,Laptop Stand,Bob Wilson,2023-05-15,38,660.05,0.04,18.07,24078.62,24096.69,HIGH,bob.wilsongmail.com
ELX-1510,Digital World,Central,MacBook Pro,Mike Davis,2023-05-09,25,1167.62,0.06,13.12,27439.07,27452.19,Medium,
ELX-1511,Digital World,West,Gaming Headset,Mike Davis,2023-01-04,33,1060.21,0.11,9.6,31138.37,31147.97,High,mike.davisyahoo.com
ELX-1512,  Smart Store  ,East,Sony WH-1000XM5,Jane Doe,2023-04-06,11,444.23,0.18,7.37,4006.95,4014.32,,jane.doebusiness.org
ELX-1513,Electronics Plus,West,Screen Protector,John Smith,2023-09-04,44,582.4,0.05,8.22,-,24352.54,,john.smith@company.com
ELX-1514,GadgetHub,North,Apple Watch Series 9,John Smith,2023-03-07,37,716.93,0.03,15.25,25730.62,25745.87,high,john.smith@company.com
ELX-1515,Smart Store,SOUTH,Samsung Galaxy S24,Jane Doe,2023-05-13,12,627.22,0.1,24.38,6773.98,6798.36,high,
ELX-1516,TechMart,East,macbook pro,Jane Doe,2023-08-18,39,1191.44,0.22,8.41,36243.6,36252.01,low,jane.doe.@company.com
ELX-1517,  GadgetHub  ,Central,iPad Air,Mike Davis,2023-04-04,40,796.68,0.07,19.48,29636.5,29655.98,Medium,
ELX-1518,Digital World,West,MacBook Pro,Jane Doe,2023-07-13,25,171.67,0.0,15.45,"$4,291.75",4307.2,High,jane.doe.@business.org
ELX-1519,Smart Store,West,iPad Air,Mike Davis,2023-02-19,12,578.9,0.15,5.78,5904.78,5910.56,medium,MIKE.DAVIS@COMPANY.COM
ELX-1520,Smart Store,Central,Dell XPS 13,John Smith,2023-09-04,43,169.44,0.15,21.55,6193.03,6214.58,High,john.smithgmail.com
ELX-1521,  GadgetHub  ,Central,Power Bank,Bob Wilson,2023-01-23,45,642.83,0.06,21.05,,27212.76,medium,BOB.WILSON@YAHOO.COM
ELX-1522,GadgetHub,East,Dell XPS 13,Alice Brown,2023-03-10,17,580.41,0.06,22.18,"$9,274.95",9297.13,low,alice.brown@company.com
ELX-1523,Digital World,Central,Phone Holder,Alice Brown,2023-05-12,13,21.48,0.19,5.14,226.18,231.32,medium,alice.brown.@yahoo.com
ELX-1524,Smart Store,NORTH,Laptop Stand,John Smith,2023-07-12,42,258.42,0.2,13.18,8682.91,8696.09,Low,john.smith.@company.com
ELX-1525,TechMart,South,Power Bank,Mike Davis,2023-05-10,17,1028.15,0.11,12.31,15555.91,15568.22,HIGH,mike.daviscompany.com
ELX-1526,Digital World,West,Sony WH-1000XM5,Alice Brown,2023-10-10,36,586.72,0.09,16.1,19220.95,19237.05,low,-
ELX-1527,Digital World,East,Wireless-Charger,Alice Brown,2023-03-12,43,156.12,0.06,20.66,Missing,6331.03,high,alice.browncompany.com
ELX-1528,Electronics Plus,North,Sony WH-1000XM5,Mike Davis,2023-07-25,22,964.01,0.15,18.69,18026.99,18045.68,Medium,mike.davisyahoo.com
ELX-1529,TechMart,South,USB-C Cable,John Smith,2023-02-16,10,573.93,0.15,6.76,4878.4,4885.16,low,
ELX-1530,Digital World,South,WIRELESS CHARGER,John Smith,2023-11-08,3,873.53,0.23,13.01,2017.85,2030.86,,john.smith@yahoo.com
ELX-1531,Smart Store,East,Samsung Galaxy S24,Jane Doe,2023-11-24,32,535.18,0.05,18.14,"$16,269.47",16287.61,HIGH,JANE.DOE@YAHOO.COM
ELX-1532,Smart Store,East,Sony WH-1000XM5,John Smith,2023-11-03,33,626.24,0.06,8.39,19425.96,19434.35,,john.smithcompany.com
ELX-1533,TechMart,east,Apple Watch Series 9,John Smith,2023-03-22,6,1196.23,0.19,12.06,5813.68,5825.74,high,john.smith.@gmail.com
ELX-1534,GadgetHub,West,Sony WH-1000XM5,Mike Davis,2023-01-08,48,848.79,0.23,15.99,31371.28,31387.27,Medium,MIKE.DAVIS@COMPANY.COM
ELX-1535,Smart Store,Central,Wireless Charger,Bob Wilson,2023-05-22,15,733.54,0.05,23.59,"$10,452.94",10476.53,medium,
ELX-1536,Smart Store,North,Fitbit Charge 6,Jane Doe,2023-07-28,33,141.16,0.02,10.89,4565.11,4576.0,HIGH,jane.doecompany.com
ELX-1537,TechMart,Central,Fitbit Charge 6,Mike Davis,2023-10-22,17,837.62,0.24,16.26,10822.05,10838.31,HIGH,MIKE.DAVIS@COMPANY.COM
ELX-1538,Electronics Plus,East,Bluetooth Speaker,Alice Brown,2023-10-28,2,586.13,0.06,12.65,1101.92,1114.57,Medium,-
ELX-1539,Electronics Plus,South,Screen Protector,Alice Brown,2023-06-30,34,649.75,0.18,10.27,18115.03,18125.3,high,ALICE.BROWN@YAHOO.COM
ELX-1540,Digital World,North,USB C Cable,Bob Wilson,2023-08-02,36,1118.7,0.12,12.07,35440.42,35452.49,low,bob.wilsonbusiness.org
ELX-1541,Smart Store,East,AirPods Pro,Jane Doe,2023-09-13,48,251.6,0.18,22.45,9902.98,9925.43,,
ELX-1542,Electronics Plus,South,Sony WH-1000XM5,Jane Doe,2023-11-13,23,199.85,0.03,23.4,4458.65,4482.05,Medium,jane.doe.@gmail.com
ELX-1543,GadgetHub,Central,iPhone 15,Mike Davis,2023-01-22,31,454.87,0.08,22.96,12972.89,12995.85,Low,mike.davis.@yahoo.com
ELX-1544,Smart Store,East,Gaming Headset,Jane Doe,2023-09-19,18,486490.0,0.19,7.56,7093.02,7100.58,,jane.doeyahoo.com
ELX-1545,Smart Store,West,Gaming Headset,Mike Davis,2023-01-17,33,426.54,0.22,20.52,10979.14,10999.66,high,mike.davis.@yahoo.com
